Name,Lat Dd,Sec Town,Long Dd,Longitude,Structures,Yr Confirm,Latitude,Status,Aprox Str1,Yr Range1,Aprox Str2,Yr Range2,latitude,longitude
,14.051389,,25.985,0255906,,,140305.0,DESTROYED,0.0,0.0,0.0,0.0,14.0513888885865,25.98500000015
,13.909444,,26.007222,0260026,,,135434.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.9094444447055,26.0072222218282
UM SALHA,13.985,,25.919722,0255511,~100 of ~100,2006,135906.0,DESTROYED,100.0,2006.0,100.0,2006.0,13.9849999998503,25.9197222220031
MELIHA,13.997222,,25.881667,0255254,,,135950.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.9972222226276,25.8816666667834
TOFAYA,13.953611,,25.880556,0255250,,,135713.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.9536111108642,25.8805555552948
TOFAY JEBBEL,13.958889,,25.824444,0254928,,,135732.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.958888889311,25.8244444444557
,13.956389,,25.7875,0254715,,,135723.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.9563888891361,25.7874999998253
UM CHIBESHA,13.9725,,25.794167,0254739,,,135821.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.9724999998753,25.7941666669583
SERSA,13.956944,,25.7575,0254527,,,135725.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.9569444444307,25.7575000004248
,13.9725,,25.752222,0254508,,,135821.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.9724999998753,25.7522222219781
,13.945278,,25.7275,0254339,,,135643.0,DESTROYED,0.0,0.0,0.0,0.0,13.9452777778473,25.7275000001251
,13.955,,25.698056,0254153,,,135718.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.9549999995505,25.6980555551199
,13.999167,,25.703889,0254214,~25 of ~25,,135957.0,DESTROYED,25.0,0.0,25.0,0.0,13.9991666666085,25.7038888888613
HARMAL,14.004167,,25.741389,0254429,,,140015.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.0041666669583,25.7413888887863
,14.008333,,25.794722,0254741,,,140030.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.008333333017,25.7947222222529
LWABIT,13.889722,,25.907222,0255426,,,135323.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.8897222223029,25.9072222220281
,13.8875,,25.94,0255624,,,135315.0,DESTROYED,0.0,0.0,0.0,0.0,13.887500000225,25.9399999997004
,13.91,,25.8825,0255257,,,135436.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.9100000000001,25.882500000175
,13.886944,,25.8625,0255145,,,135313.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.886944444031,25.8624999996754
,13.912222,,25.696111,0254146,,,135444.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.9122222220781,25.696111111139
UMM HAGLIG,14.218889,,25.890833,0255327,,,141308.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.2188888886115,25.8908333331919
BOMADI,14.174444,,25.836667,0255012,~100,,141028.0,NO DAMAGE,0.0,0.0,100.0,0.0,14.1744444443558,25.8366666663338
UM HABILA,14.101667,,25.840278,0255025,,,140606.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.1016666665836,25.8402777779972
,14.1,,25.894167,0255339,,,140600.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.0999999998003,25.8941666667585
KHIR MEKI,14.078056,,25.954167,0255715,,,140441.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.0780555553198,25.9541666664587
MALHA,15.093611,1,26.159167,0260933,Secondary Town,,150537.0,NO DAMAGE,0.0,0.0,0.0,0.0,15.0936111114638,26.1591666664087
SANY HAYA,14.459167,,25.335278,0252007,,2006,142733.0,DAMAGED,0.0,2006.0,0.0,2006.0,14.4591666664087,25.3352777777474
BA'ASHIM,14.615,,25.255556,0251520,,,143654.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.6149999998503,25.2555555556445
KUMBUD,14.588056,,25.226667,0251336,,,143517.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.5880555559193,25.2266666668334
HASHABA,14.388889,,25.078889,0250444,,,142320.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.3888888888113,25.078888889211
,14.383056,,25.051944,0250307,,,142259.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.3830555559693,25.0519444443808
,14.355556,,25.030278,0250149,,,142120.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.3555555558444,25.0302777779972
,14.256944,,25.134444,0250804,,,141525.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.2569444447305,25.1344444447555
HASHABA SOUTH,14.276111,,25.141667,0250830,,,141634.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.2761111109392,25.1416666662838
,14.2825,,25.138611,0250819,,,141657.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.2824999999752,25.1386111108143
UM LEWA,14.158056,,24.832222,0244956,,,140929.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.1580555555196,24.8322222223778
NENI,14.151111,,24.820556,0244914,,,140904.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.151111111189,24.8205555557944
,14.166944,,24.807778,0244828,,,141001.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.1669444447305,24.8077777777224
MASO,14.173889,,24.799444,0244758,,,141026.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.1738888890611,24.7994444447055
KUBBA,14.197778,,24.799167,0244757,,,141152.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.1977777775226,24.7991666666085
,14.218611,,24.788056,0244717,,,141307.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.2186111114138,24.7880555553198
,14.208889,,24.734167,0244403,,,141232.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.2088888888113,24.7341666665586
KINEEN,14.226667,,24.712778,0244246,,,141336.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.2266666663338,24.7127777773727
,14.138333,,24.795833,0244745,,,140818.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.138333333117,24.795833333042
,14.133056,,24.811667,0244842,,,140759.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.1330555555696,24.8116666665836
,14.118889,,24.829444,0244946,,,140708.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.1188888888113,24.829444444106
,14.130556,,24.853611,0245113,,,140750.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.1305555553947,24.8536111106644
,14.149167,,24.951389,0245705,,2007,140857.0,DESTROYED,0.0,2007.0,0.0,2007.0,14.1491666663088,24.951388889286
,14.211111,,24.966944,0245801,~25 of ~25,,141240.0,DESTROYED,25.0,0.0,25.0,0.0,14.2111111108892,24.9669444447305
,14.210278,,25.007778,0250028,~10 of ~25,,141237.0,DESTROYED,10.0,0.0,25.0,0.0,14.2102777774976,25.0077777782221
,14.075833,,24.783611,0244701,,,140433.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.0758333332419,24.783611111164
UM ASSAL,13.644444,,24.905556,0245420,,,133840.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.6444444441559,24.9055555554447
,13.649444,,24.906944,0245425,,,133858.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.6494444445057,24.9069444441309
,13.642222,,24.908333,0245430,,,133832.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.642222222078,24.9083333337165
SAWIYA,13.656667,,24.917222,0245502,,,133924.0,DESTROYED,0.0,0.0,0.0,0.0,13.6566666669333,24.9172222220281
UM HAJALIK,13.649167,,24.940556,0245626,,,133857.0,DESTROYED,0.0,0.0,0.0,0.0,13.6491666664087,24.9405555551949
DADINGA,13.669444,,24.935278,0245607,,2006/2007,134010.0,DESTROYED,0.0,2006.0,0.0,2007.0,13.669444444106,24.9352777776475
,13.656111,,24.949722,0245659,,2006/2007,133922.0,DAMAGED,0.0,2006.0,0.0,2007.0,13.6561111107393,24.9497222225027
KOSA,13.667222,,24.953333,0245712,,,134002.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.6672222220281,24.9533333332669
,13.624722,,24.882778,0245258,,,133729.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.6247222226526,24.8827777775725
BIRKA,13.720278,,25.006944,0250025,,,134313.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7202777773977,25.0069444448304
SARAFAYA,13.681944,,25.043056,0250235,,,134055.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.681944444081,25.0430555551699
,13.671111,,25.000833,0250003,,,134016.0,DESTROYED,0.0,0.0,0.0,0.0,13.6711111108892,25.0008333329921
NIMRA,13.7125,,25.074722,0250429,,,134245.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7124999996754,25.0747222222529
,13.668056,,25.066111,0250358,,,134005.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.6680555554197,25.066111111139
,13.675278,,25.079722,0250447,,,134031.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.6752777778473,25.0797222226026
,13.668889,,25.100556,0250602,,,134008.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.6688888888114,25.1005555555946
,13.658333,,25.088333,0250518,,,133930.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.6583333337165,25.0883333337165
,13.646111,,25.080556,0250450,,,133846.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.6461111109392,25.0805555559943
,13.619722,,25.085,0250506,,,133711.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.6197222223029,25.08500000015
,13.654167,,25.122778,0250722,,,133915.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.6541666667584,25.1227777781721
UMM KHEGALIG,13.66,,25.150556,0250902,,,133936.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.6599999996005,25.1505555554946
MAJDOUB,13.688611,,25.113611,0250649,,,134119.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.688611111214,25.1136111108642
JUGHMAR,13.715556,,25.1275,0250739,,,134256.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7155555551449,25.1275000004248
,13.718333,,25.14,0250824,,,134306.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7183333334168,25.1400000003999
,13.743611,,25.114722,0250653,,,134437.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7436111114638,25.1147222223528
,13.732222,,25.059722,0250335,,,134356.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7322222220781,25.059722222103
,13.711389,,25.169167,0251009,,,134241.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7113888890862,25.1691666664087
,13.654167,,25.176389,0251035,,,133915.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.6541666667584,25.1763888888363
,13.723056,,25.101944,0250607,,,134323.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7230555556695,25.1019444442808
,13.804167,,25.063889,0250350,,,134815.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.8041666664586,25.0638888890612
,13.812222,,25.047222,0250250,,,134844.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.8122222222779,25.047222222128
,13.815278,,25.034167,0250203,,,134855.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.8152777777474,25.0341666668584
,13.816944,,25.004167,0250015,,,134901.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.8169444445306,25.0041666665586
,13.820278,,25.01,0250036,,,134913.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.8202777780971,25.0100000003
,13.787222,,25.038056,0250217,,,134714.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7872222223278,25.0380555557195
JUMA,13.836389,,25.105833,0250621,,,135011.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.8363888888363,25.105833333142
,13.845833,,25.108889,0250632,,,135045.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.8458333333418,25.1088888886115
,13.870833,,25.1075,0250627,,,135215.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.8708333332918,25.1074999999252
,13.873333,,25.096944,0250549,,,135224.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.8733333334667,25.0969444448305
,13.858889,,25.124722,0250729,,,135132.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.8588888886115,25.124722222153
,13.8625,,25.125833,0250733,,,135145.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.862500000275,25.1258333336416
,13.861667,,25.142778,0250834,,,135142.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.8616666668833,25.1427777777724
,13.84,,25.122778,0250722,,,135024.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.8399999996005,25.1227777781721
DONKEY SHATTA,13.754444,,25.156667,0250924,,,134516.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7544444446556,25.1566666664337
BARRONGA,13.777222,,25.139167,0250821,,,134638.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7772222225277,25.1391666670082
ABU JUNJOR,13.743889,,25.231389,0251353,,,134438.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7438888886614,25.2313888890861
,13.745,,25.245556,0251444,,,134442.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7450000001501,25.2455555558444
KERBAB,13.761111,,25.247778,0251452,,,134540.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7611111108892,25.2477777779223
FERGIN,13.773056,,25.280278,0251649,,,134623.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7730555555696,25.2802777774976
,13.779167,,25.279444,0251646,,,134645.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7791666665086,25.279444444106
UMM GUDUL,13.7975,,25.283056,0251659,,,134751.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.797500000225,25.2830555557695
UM DIBEBA,13.696944,,24.943333,0245636,,,134149.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.6969444442309,24.9433333334667
JAWAHIR,13.706111,,24.956667,0245724,,,134222.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7061111115387,24.9566666668334
TANGORA,13.718889,,24.949722,0245659,,,134308.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7188888887114,24.9497222225027
,13.702778,,24.915278,0245455,,,134210.0,DAMAGED,0.0,0.0,0.0,0.0,13.7027777779722,24.9152777780472
,13.686944,,24.9125,0245445,,2004,134113.0,DESTROYED,0.0,2004.0,0.0,2004.0,13.6869444444307,24.9124999997753
MAGLA KETIR,13.724722,,24.93,0245548,,,134329.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7247222224528,24.9300000001001
,13.7675,,24.929722,0245547,,,134603.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7674999999252,24.9297222220031
UM KATERA,13.773056,,24.958056,0245729,,,134623.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7730555555696,24.9580555555196
FINGA,13.787778,,24.936389,0245611,,,134716.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7877777776225,24.9363888891361
KURULA,13.746389,,24.8575,0245127,,,134447.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7463888888363,24.8575000004249
DIRMA,13.721944,,24.855278,0245119,,,134319.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7219444441809,24.8552777774476
,13.738889,,24.838333,0245018,,,134420.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.738888889211,24.8383333333168
TABALDIA,13.724167,,24.826111,0244934,,2004,134327.0,DESTROYED,0.0,2004.0,0.0,2004.0,13.7241666662588,24.8261111114388
,13.658333,,24.895833,0245345,,,133930.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.6583333337165,24.8958333337415
,13.759722,,24.944444,0245640,,,134535.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.759722222203,24.944444444056
,13.750278,,24.6425,0243833,,2003,134501.0,DESTROYED,0.0,2003.0,0.0,2003.0,13.7502777776974,24.6424999997753
KONJAR,13.7325,,24.579722,0243447,,2003,134357.0,DESTROYED,0.0,2003.0,0.0,2003.0,13.732500000175,24.5797222218033
,13.763889,,24.597222,0243550,,,134550.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7638888891611,24.597222222128
,13.805833,,24.625556,0243732,,2004,134821.0,DAMAGED,0.0,2004.0,0.0,2004.0,13.8058333332419,24.6255555556446
,13.804444,,24.603889,0243614,,,134816.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.8044444445557,24.603888889261
,13.78,,24.566111,0243358,,,134648.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7799999999002,24.566111111239
UM DUKHUN,11.138611,1,22.962222,0225744,Secondary Town,,110819.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1386111109142,22.9622222219782
,11.113056,,22.964444,0225752,,,110647.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1130555556695,22.964444444056
,11.130833,,22.983333,0225900,,,110751.0,DAMAGED,0.0,0.0,0.0,0.0,11.130833333192,22.983333333067
AGIANA,11.098333,,22.958333,0225730,,,110554.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0983333336166,22.958333333117
ARDIBA,11.088611,,22.964167,0225751,,,110519.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0886111110141,22.9641666668584
GENEINA,11.075556,,22.946944,0225649,,,110432.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0755555557445,22.9469444446306
KAMGAR,11.066944,,22.927778,0225540,,,110401.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0669444446306,22.9277777775226
HAGAR SULTAN BIG,11.085,,23.006944,0230025,,,110506.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.08500000025,23.0069444443308
MARARY,11.064722,,23.051111,0230304,,,110353.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0647222225527,23.0511111113888
ED DAEIN,11.474722,1,26.129444,0260746,Secondary Town,,112829.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4747222224528,26.1294444442059
,11.376389,,26.107222,0260626,,,112235.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.3763888885366,26.1072222225277
,11.364444,,26.124444,0260728,,,112152.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.3644444447555,26.1244444447555
,11.359167,,26.138333,0260818,,,112133.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.3591666663087,26.1383333334168
,11.493056,,26.057222,0260326,,,112935.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4930555552698,26.0572222226276
EL JELABI,11.448611,,26.267222,0261602,,,112655.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4486111110141,26.2672222220281
TEREIHAT,11.422778,,26.241111,0261428,,,112522.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4227777776725,26.2411111114887
,11.466111,,26.214722,0261253,,,112758.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4661111113389,26.2147222219531
,11.483056,,26.225278,0261331,,,112859.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4830555554697,26.2252777779473
,11.476944,,26.2475,0261451,,,112837.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4769444445307,26.2474999996255
,11.488611,,26.254444,0261516,,,112919.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.488611111114,26.2544444448554
,11.499722,,26.243056,0261435,,,112959.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4997222224028,26.2430555554697
ABU DAMIRGI,11.629444,,26.050556,0260302,,2007,113746.0,DESTROYED,0.0,2007.0,0.0,2007.0,11.6294444444057,26.0505555554947
UMM LAUTA,11.637778,,26.009167,0260033,,2004,113816.0,DESTROYED,0.0,2004.0,0.0,2004.0,11.6377777774226,26.0091666667084
,11.664444,,25.990833,0255927,,2004,113952.0,DESTROYED,0.0,2004.0,0.0,2004.0,11.6644444441559,25.9908333329921
GHAZAL JAWAZAT,11.602222,,25.970833,0255815,,,113608.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.6022222223778,25.9708333333918
,11.590833,,25.9825,0255857,,,113527.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.5908333329921,25.9824999999752
WARGAT,11.544167,,25.984722,0255905,,,113239.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.5441666666585,25.9847222220531
SHEIK HASSAN,11.695,,26.070556,0260414,,2007,114142.0,DESTROYED,0.0,2007.0,0.0,2007.0,11.6949999997503,26.0705555559943
,11.68,,26.085278,0260507,,2007,114048.0,DESTROYED,0.0,2007.0,0.0,2007.0,11.6799999996005,26.0852777780472
UM SADATE,11.763056,,26.079444,0260446,,2007,114547.0,DESTROYED,0.0,2007.0,0.0,2007.0,11.7630555552698,26.0794444443058
EL TIBIN,11.755556,,26.105833,0260621,,,114520.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.7555555556445,26.1058333329422
,11.727222,,26.126944,0260737,,2007,114338.0,DESTROYED,0.0,2007.0,0.0,2007.0,11.727222222128,26.126944444031
,11.701111,,26.105833,0260621,,,114204.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.7011111106894,26.1058333329422
,11.690556,,26.106389,0260623,,,114126.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.6905555555946,26.1063888891361
,12.075278,,26.2825,0261657,,,120431.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.0752777774476,26.282500000275
KAFRAN KAULA,11.806944,,26.412222,0262444,,,114825.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.8069444442309,26.4122222222779
ABU SUFYAH,11.891667,,26.400833,0262403,,,115330.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.8916666666835,26.4008333328921
,11.601111,,26.185556,0261108,,2007,113604.0,DESTROYED,0.0,2007.0,0.0,2007.0,11.6011111108892,26.1855555559443
,11.594722,,26.205556,0261220,,2007,113541.0,DESTROYED,0.0,2007.0,0.0,2007.0,11.5947222218532,26.2055555555446
,11.615556,,26.206944,0261225,,,113656.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.6155555557445,26.2069444442309
,11.592222,,26.135556,0260808,,2007,113532.0,DESTROYED,0.0,2007.0,0.0,2007.0,11.5922222225777,26.1355555551449
,11.612222,,26.1475,0260851,,2007,113644.0,DESTROYED,0.0,2007.0,0.0,2007.0,11.612222222178,26.1474999998253
,11.566944,,26.158611,0260931,,2007,113401.0,DESTROYED,0.0,2007.0,0.0,2007.0,11.5669444445306,26.1586111111141
ABU AJURA,11.586389,1,24.670833,0244015,Secondary Town,2004,113511.0,DAMAGED,0.0,2004.0,0.0,2004.0,11.5863888888363,24.6708333332919
,11.527778,,24.649722,0243859,,,113140.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.5277777778223,24.649722222203
SAFIA,11.485556,,24.585556,0243508,,,112908.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4855555556446,24.5855555555446
DIMO,11.696111,,24.695278,0244143,,,114146.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.696111111239,24.6952777779472
AMASHO,11.653611,,24.689722,0244123,,,113913.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.6536111109642,24.6897222223029
TARTURA,11.641389,,24.688611,0244119,,,113829.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.6413888890861,24.6886111108143
,11.619722,,24.684722,0244105,,2004,113711.0,DAMAGED,0.0,2004.0,0.0,2004.0,11.6197222218033,24.6847222219532
,11.643889,,24.763333,0244548,,2004,113838.0,DESTROYED,0.0,2004.0,0.0,2004.0,11.643888889261,24.7633333334667
,11.573889,,24.721111,0244316,,,113426.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.5738888888613,24.7211111112889
,11.607222,,24.683889,0244102,,,113626.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.6072222218282,24.6838888885615
,11.693889,,24.7425,0244433,,,114138.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.6938888891611,24.7424999995755
ABU DIQN,11.407222,,25.95,0255700,,,112426.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4072222222279,25.9500000003999
,11.421111,,25.923889,0255526,,,112516.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4211111108892,25.9238888889612
UM DEROTI,11.434444,,25.9425,0255633,,,112604.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4344444442559,25.9424999998753
,11.433056,,25.899167,0255357,,,112559.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4330555555696,25.8991666671081
,13.344167,,22.898611,0225355,,2004,132039.0,DESTROYED,0.0,2004.0,0.0,2004.0,13.3441666666585,22.8986111115137
,13.353056,,22.900556,0225402,,2004,132111.0,DESTROYED,0.0,2004.0,0.0,2004.0,13.3530555558694,22.9005555554946
,13.338056,,22.874167,0225227,,2004,132017.0,DESTROYED,0.0,2004.0,0.0,2004.0,13.3380555557195,22.8741666668583
,13.335,,22.872222,0225220,,2004,132006.0,DESTROYED,0.0,2004.0,0.0,2004.0,13.33500000025,22.8722222219781
,11.750833,,26.250556,0261502,~15 of ~15,2008/2009,114503.0,DESTROYED,15.0,2008.0,15.0,2009.0,11.7508333333918,26.2505555559943
,11.750556,,26.277222,0261638,,2007/2008,114502.0,DESTROYED,0.0,2007.0,0.0,2008.0,11.7505555552948,26.2772222218283
,11.795,,26.216111,0261258,,2007,114742.0,DESTROYED,0.0,2007.0,0.0,2007.0,11.7949999995505,26.2161111115387
SHEIK JORAB,11.843333,,26.199167,0261157,,2007,115036.0,DESTROYED,0.0,2007.0,0.0,2007.0,11.8433333335666,26.1991666665086
ASSALAYA,11.374167,1,25.729444,0254346,Secondary Town,,112227.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.3741666664587,25.729444444106
,11.390278,,25.788056,0254717,,,112325.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.3902777780971,25.7880555551199
,11.412778,,25.789722,0254723,,,112446.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4127777778723,25.7897222219032
,11.418333,,25.795556,0254744,,,112506.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4183333335167,25.7955555556446
,11.425556,,25.797222,0254750,,,112532.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4255555559443,25.7972222224278
,11.440278,,25.8025,0254809,,,112625.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4402777779972,25.8024999999752
,11.465556,,25.8025,0254809,,,112756.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4655555551449,25.8024999999752
,11.514167,,25.800556,0254802,,,113051.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.5141666663587,25.8005555559943
UM GREGGIO,11.539167,,25.766111,0254558,,,113221.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.5391666663087,25.7661111115387
,11.501667,,25.719167,0254309,,,113006.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.5016666663837,25.7191666671081
WAZAZIN,11.491111,,25.729722,0254347,,,112928.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4911111112889,25.729722222203
,11.428333,,25.728056,0254341,,,112542.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4283333333169,25.7280555554197
YASSIN,11.541111,1,25.560556,0253338,Secondary Town,2004,113228.0,DAMAGED,0.0,2004.0,0.0,2004.0,11.541111111189,25.5605555553947
,11.624722,,25.534722,0253205,,,113729.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.624722222153,25.5347222220531
,11.618611,,25.518889,0253108,,,113707.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.618611111214,25.5188888885116
,11.596389,,25.520556,0253114,,2008,113547.0,DESTROYED,0.0,2008.0,0.0,2008.0,11.5963888886365,25.5205555552948
ESHERAYA,11.477222,,25.553333,0253312,,,112838.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4772222226276,25.5533333329671
EL RIAD II,11.221944,,25.968611,0255807,,,111319.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.2219444446806,25.9686111113139
