Name,Lat Dd,Sec Town,Long Dd,Longitude,Structures,Yr Confirm,Latitude,Status,Aprox Str1,Yr Range1,Aprox Str2,Yr Range2,latitude,longitude
UM LAOTA,13.075556,,25.216944,0251301,~50,,130432.0,NO DAMAGE,0.0,0.0,50.0,0.0,13.0755555553447,25.2169444442309
UM DABA,13.033611,,25.247222,0251450,~75,,130201.0,NO DAMAGE,0.0,0.0,75.0,0.0,13.033611111264,25.2472222226276
UM HEREIZ,13.032222,,25.258889,0251532,~100,,130156.0,NO DAMAGE,0.0,0.0,100.0,0.0,13.0322222225777,25.2588888892111
SULMI,12.136667,,23.967222,0235802,~50,,120812.0,NO DAMAGE,0.0,0.0,50.0,0.0,12.1366666667334,23.967222222128
,12.130556,,23.982778,0235858,~50,,120750.0,NO DAMAGE,0.0,0.0,50.0,0.0,12.1305555557944,23.9827777775726
,12.141667,,24.032778,0240158,~75,,120830.0,NO DAMAGE,0.0,0.0,75.0,0.0,12.1416666670832,24.0327777774726
NYABERBER,12.255833,,24.029167,0240145,~75 of ~75,2003,121521.0,DESTROYED,75.0,2003.0,75.0,2003.0,12.2558333336416,24.0291666667085
,12.260278,,24.020833,0240115,~75 of ~75,2003,121537.0,DESTROYED,75.0,2003.0,75.0,2003.0,12.2602777777974,24.0208333336915
DAR NYOMA,12.235278,,24.021389,0240117,~25 of ~25,2003,121407.0,DESTROYED,25.0,2003.0,25.0,2003.0,12.2352777778473,24.0213888889862
SHAWAYA,12.153611,,23.950278,0235701,~300,,120913.0,NO DAMAGE,0.0,0.0,300.0,0.0,12.1536111108642,23.9502777779972
MADU,12.889167,,24.389722,0242323,,,125321.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.8891666663088,24.3897222220031
,12.897222,,24.413056,0242447,,,125350.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.897222222128,24.4130555551699
,12.897222,,24.4525,0242709,,,125350.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.897222222128,24.4524999999752
,12.907778,,24.428889,0242544,,,125428.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9077777781221,24.4288888887114
,12.915,,24.428889,0242544,,,125454.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9149999996504,24.4288888887114
GULOBEI,12.92,,24.373056,0242223,,,125512.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9200000000002,24.3730555559693
,12.919167,,24.425833,0242533,,,125509.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9191666666085,24.4258333332419
,12.934722,,24.455,0242718,,,125605.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9347222220531,24.4550000001501
,12.943889,,24.409167,0242433,,,125638.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9438888884616,24.4091666663087
,12.955,,24.416667,0242500,,,125718.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9549999997503,24.4166666668334
,12.963056,,24.37,0242212,,,125747.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9630555555696,24.3699999996005
,12.961389,,24.413611,0242449,,,125741.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9613888887864,24.4136111113639
,12.966667,,24.377222,0242238,,,125800.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9666666663338,24.3772222220281
,12.967222,,24.384444,0242304,,,125802.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9672222225277,24.3844444444557
,12.962222,,24.428611,0242543,,,125744.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.962222222178,24.4286111115138
,12.942778,,24.581667,0243454,,,125634.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9427777778723,24.5816666666835
,12.939444,,24.573056,0243423,,,125622.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9394444443058,24.5730555555696
,12.923333,,24.563611,0243349,,,125524.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9233333335666,24.5636111110641
,12.907778,,24.483611,0242901,,,125428.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9077777781221,24.4836111108642
,12.928611,,24.497222,0242950,,,125543.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.928611111114,24.4972222223279
,12.892222,,24.464722,0242753,,,125332.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.8922222217783,24.4647222218532
,12.908611,,24.67,0244012,~50 of ~250,2004,125431.0,DAMAGED,50.0,2004.0,250.0,2004.0,12.9086111115137,24.6699999999003
,12.956944,,24.681111,0244052,,,125725.0,DESTROYED,0.0,0.0,0.0,0.0,12.9569444446306,24.681111111189
,12.958889,,24.656111,0243922,,,125732.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9588888886115,24.6561111112389
,12.9475,,24.607222,0243626,,,125651.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.947500000125,24.6072222219282
,12.955833,,24.638333,0243818,,,125721.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.955833333142,24.6383333337166
,12.959167,,24.626389,0243735,,,125733.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9591666667085,24.6263888890361
,12.923889,,25.056111,0250322,,,125526.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9238888888613,25.0561111113389
,12.9475,,25.063056,0250347,,,125651.0,DESTROYED,0.0,0.0,0.0,0.0,12.947500000125,25.0630555556695
,12.9175,,25.0525,0250309,,,125503.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9174999998253,25.0524999996754
,12.935833,,25.033333,0250200,~75 of ~100,2004,125609.0,DESTROYED,75.0,2004.0,100.0,2004.0,12.9358333335417,25.0333333334667
,12.945278,,25.035556,0250208,~75 of ~100,2004,125643.0,DESTROYED,75.0,2004.0,100.0,2004.0,12.9452777780472,25.0355555555446
,12.898611,,25.02,0250112,,,125355.0,DESTROYED,0.0,0.0,0.0,0.0,12.8986111108143,25.0200000001001
,12.938611,,25.020833,0250115,~100 of ~150,2004,125619.0,DESTROYED,100.0,2004.0,150.0,2004.0,12.9386111109142,25.0208333334917
,12.910556,,24.987778,0245916,,2006,125438.0,DESTROYED,0.0,2006.0,0.0,2006.0,12.9105555554946,24.9877777777224
,12.915,,24.970556,0245814,,2006,125454.0,DESTROYED,0.0,2006.0,0.0,2006.0,12.9149999996504,24.9705555554946
,12.895278,,24.961944,0245743,,,125343.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.8952777781471,24.9619444443808
,12.928611,,24.965,0245754,~10 of ~10,2004,125543.0,DESTROYED,10.0,2004.0,10.0,2004.0,12.928611111114,24.9649999998502
,12.903889,,24.953611,0245713,,2004,125414.0,DESTROYED,0.0,2004.0,0.0,2004.0,12.903888889261,24.9536111113638
SAMUKIDIK,11.743611,,22.851389,0225105,~75 of ~100,,114437.0,DAMAGED,75.0,0.0,100.0,0.0,11.7436111109641,22.8513888889862
JUGUMA EL GARBIYA,11.753056,,22.775833,0224633,,,114511.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.7530555554697,22.7758333329421
GEGER,11.937778,,22.980833,0225851,~50 of ~400,2003,115616.0,DAMAGED,50.0,2003.0,400.0,2003.0,11.9377777777224,22.9808333328922
GUMENA,11.960278,,22.940278,0225625,~300 of ~450,2003,115737.0,DAMAGED,300.0,2003.0,450.0,2003.0,11.9602777774976,22.9402777774976
,11.2475,,22.992222,0225932,,,111451.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.2474999999252,22.9922222222779
,11.294722,,23.056667,0230324,,,111741.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.2947222224528,23.0566666670332
UM AL BODU,11.178333,,22.999722,0225959,,,111042.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1783333329171,22.9997222219032
DANGO,11.523889,,23.023611,0230125,~250 of ~250,2003,113126.0,DESTROYED,250.0,2003.0,250.0,2003.0,11.5238888889612,23.023611111264
KUBAR,11.554722,,23.101667,0230606,~900 of ~1000,2003,113317.0,DESTROYED,900.0,2003.0,1000.0,2003.0,11.5547222226526,23.1016666665836
,11.519444,,22.992778,0225934,,,113110.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.5194444448055,22.9927777775725
BARIL,11.833333,,23.088333,0230518,~200 of ~200,2003,115000.0,DESTROYED,200.0,2003.0,200.0,2003.0,11.8333333337665,23.0883333332169
,11.908611,,23.027222,0230138,~150 of ~150,2003,115431.0,DESTROYED,150.0,2003.0,150.0,2003.0,11.9086111108143,23.0272222220281
NEW BINDISI,11.959444,,23.095278,0230543,~700 of ~1000,2003,115734.0,DESTROYED,700.0,2003.0,1000.0,2003.0,11.959444444106,23.0952777775476
BINDISI,11.94,1,23.104444,0230616,Secondary Town: ~400 of ~2200,2003,115624.0,DAMAGED,400.0,2003.0,2200.0,2003.0,11.9399999998003,23.1044444448554
BINDISI SOUTH,11.929444,,23.103611,0230613,~400 of ~400,2003,115546.0,DESTROYED,400.0,2003.0,400.0,2003.0,11.9294444447055,23.1036111114638
,11.941667,,23.118889,0230708,~150 of ~150,2003,115630.0,DESTROYED,150.0,2003.0,150.0,2003.0,11.9416666665836,23.1188888888113
OLD GAUSIR,11.943889,,23.129722,0230747,~50 of ~50,2003,115638.0,DESTROYED,50.0,2003.0,50.0,2003.0,11.9438888886614,23.1297222220031
NEW GAUSIR,11.934722,,23.135556,0230808,~350 of ~350,2003,115605.0,DESTROYED,350.0,2003.0,350.0,2003.0,11.9347222222529,23.1355555557445
KODOOM,12.006944,,23.151111,0230904,~900 of ~900,2003,120025.0,DESTROYED,900.0,2003.0,900.0,2003.0,12.0069444447305,23.151111111189
,11.963889,,23.202222,0231208,,2003,115750.0,DESTROYED,0.0,2003.0,0.0,2003.0,11.9638888891611,23.2022222225777
BERGI,11.958056,,23.204167,0231215,,2003,115729.0,DESTROYED,0.0,2003.0,0.0,2003.0,11.9580555554197,23.2041666665586
DOMAYA,11.322222,,23.283056,0231659,,,111920.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.3222222225777,23.2830555552698
,11.362222,,23.224444,0231328,,,112144.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.3622222217783,23.2244444442559
,13.393333,,24.775556,0244632,~50 of ~50,,132336.0,DESTROYED,50.0,0.0,50.0,0.0,13.3933333331669,24.7755555553448
MASAAL,13.356944,,24.9,0245400,,,132125.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.3569444447305,24.8999999998003
,13.390556,,24.803611,0244813,~10 of ~10,,132326.0,DESTROYED,10.0,0.0,10.0,0.0,13.3905555557944,24.8036111107643
ABDIA,13.357222,,24.911111,0245440,~75 of ~100,2008,132126.0,DESTROYED,75.0,2008.0,100.0,2008.0,13.3572222219282,24.911111111089
,13.391111,,24.859444,0245134,~25 of ~25,,132328.0,DESTROYED,25.0,0.0,25.0,0.0,13.3911111110891,24.8594444444058
KALMA,13.431111,,24.780833,0244651,~350 of ~350,2004,132552.0,DESTROYED,350.0,2004.0,350.0,2004.0,13.431111111189,24.7808333328921
SALABLAB,13.446667,,24.795556,0244744,~300 of ~350,2004,132648.0,DESTROYED,300.0,2004.0,350.0,2004.0,13.4466666666335,24.7955555558444
,13.438889,,24.822778,0244922,~50 of ~50,2004,132620.0,DESTROYED,50.0,2004.0,50.0,2004.0,13.4388888889113,24.8227777778723
,13.448333,,24.815556,0244856,~200 of ~200,2004,132654.0,DESTROYED,200.0,2004.0,200.0,2004.0,13.4483333334168,24.8155555554447
SHAK SHAKU,13.465833,,24.813333,0244848,~500 of ~500,2004,132757.0,DESTROYED,500.0,2004.0,500.0,2004.0,13.4658333337415,24.8133333333668
,13.473333,,24.821944,0244919,,,132824.0,DESTROYED,0.0,0.0,0.0,0.0,13.4733333333668,24.8219444444807
,13.479444,,24.828611,0244943,,2004,132846.0,DESTROYED,0.0,2004.0,0.0,2004.0,13.4794444443058,24.8286111107143
,13.489444,,24.946944,0245649,,,132922.0,DESTROYED,0.0,0.0,0.0,0.0,13.489444444106,24.9469444442309
,13.483889,,24.941944,0245631,,,132902.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.4838888884616,24.9419444447805
SUSUWA,13.446667,,24.931111,0245552,,,132648.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.4466666666335,24.9311111106894
KORRU,13.436389,,24.860556,0245138,~100 of ~100,2004,132611.0,DESTROYED,100.0,2004.0,100.0,2004.0,13.4363888887364,24.8605555558943
OUYAYA,13.411944,,24.9075,0245427,,,132443.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.411944444081,24.9075000003249
TARADONA,13.392222,,24.905278,0245419,,,132332.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.3922222225777,24.9052777773477
TINA GHARIB,13.436944,,24.750833,0244503,~100 of ~350,2004,132613.0,DAMAGED,100.0,2004.0,350.0,2004.0,13.436944444031,24.7508333334917
,13.469722,,24.758611,0244531,~75 of ~75,2004,132811.0,DESTROYED,75.0,2004.0,75.0,2004.0,13.4697222226026,24.758611111214
TINA MADRASA,13.475556,,24.755,0244518,~100 of ~150,2004,132832.0,DESTROYED,100.0,2004.0,150.0,2004.0,13.4755555554447,24.7549999995505
,13.428056,,24.728333,0244342,~50,,132541.0,NO DAMAGE,0.0,0.0,50.0,0.0,13.4280555557195,24.7283333337165
,13.454722,,24.748333,0244454,,,132717.0,DAMAGED,0.0,0.0,0.0,0.0,13.4547222224527,24.7483333333169
,13.4975,,24.725278,0244331,~50 of ~50,,132951.0,DESTROYED,50.0,0.0,50.0,0.0,13.4974999999252,24.7252777773477
DUGO TINA,13.429722,,24.769167,0244609,,2007,132547.0,DESTROYED,0.0,2007.0,0.0,2007.0,13.4297222225027,24.7691666663088
,13.425278,,24.702778,0244210,~25 of ~25,2004,132531.0,DESTROYED,25.0,2004.0,25.0,2004.0,13.4252777774477,24.7027777775725
KULLU,13.433611,,24.709722,0244235,~150,,132601.0,NO DAMAGE,0.0,0.0,150.0,0.0,13.4336111113639,24.7097222219032
,13.464167,,24.676944,0244037,,,132751.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.4641666669582,24.6769444442309
HASHABA,13.461111,,24.726944,0244337,~100 of ~250,2004,132740.0,DAMAGED,100.0,2004.0,250.0,2004.0,13.4611111114888,24.7269444441309
MARFATTA,13.476667,,24.730556,0244350,~200 of ~200,2004,132836.0,DESTROYED,200.0,2004.0,200.0,2004.0,13.4766666669333,24.7305555557944
,13.489722,,24.583611,0243501,~10 of ~50,2004,132923.0,DAMAGED,10.0,2004.0,50.0,2004.0,13.4897222222029,24.5836111106644
,13.493056,,24.494167,0242939,~25,,132935.0,NO DAMAGE,0.0,0.0,25.0,0.0,13.4930555557694,24.4941666668583
CONYA,13.494167,,24.508333,0243030,~75 of ~100,2004,132939.0,DESTROYED,75.0,2004.0,100.0,2004.0,13.4941666663588,24.5083333336166
,13.413611,,24.209722,0241235,~50 of ~50,2003,132449.0,DESTROYED,50.0,2003.0,50.0,2003.0,13.4136111108642,24.2097222220031
WADI,13.482222,,24.195278,0241143,~100 of ~100,2003,132856.0,DESTROYED,100.0,2003.0,100.0,2003.0,13.4822222225777,24.1952777780472
ARRU,13.5025,,24.231111,0241352,~250 of ~250,2003,133009.0,DESTROYED,250.0,2003.0,250.0,2003.0,13.5025000002749,24.231111111189
,13.507222,,24.265278,0241555,~200 of ~200,2003,133026.0,DESTROYED,200.0,2003.0,200.0,2003.0,13.5072222225277,24.2652777775476
MILO,13.361389,,24.174722,0241029,~400 of ~450,2003,132141.0,DESTROYED,400.0,2003.0,450.0,2003.0,13.3613888888863,24.1747222222529
,13.389722,,24.176111,0241034,~150 of ~150,2003,132323.0,DESTROYED,150.0,2003.0,150.0,2003.0,13.3897222224028,24.1761111109392
NYARI,13.389722,,24.204444,0241216,~200 of ~200,2003,132323.0,DESTROYED,200.0,2003.0,200.0,2003.0,13.3897222224028,24.2044444444557
,13.121111,,24.503889,0243014,,,130716.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.1211111110891,24.5038888885615
,13.125,,24.510833,0243039,,,130730.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.1249999999502,24.5108333328922
TABASA GARIB,13.128889,,24.516667,0243100,,,130744.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.1288888888113,24.5166666666335
,13.128056,,24.501667,0243006,,,130741.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.1280555554197,24.5016666664836
,13.135,,24.490556,0242926,,,130806.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.1349999997503,24.4905555551949
DJAFENA,13.058889,,24.741667,0244430,~100 of ~100,2004,130332.0,DESTROYED,100.0,2004.0,100.0,2004.0,13.0588888893109,24.7416666670832
,13.054167,,24.76,0244536,~150 of ~150,2004,130315.0,DESTROYED,150.0,2004.0,150.0,2004.0,13.0541666670582,24.7599999999002
KONDOGORE,13.045556,,24.805556,0244820,~25 of ~25,2004,130244.0,DESTROYED,25.0,2004.0,25.0,2004.0,13.0455555559443,24.8055555556446
DOBO MADRASSA,13.068056,,24.793333,0244736,~250 of ~250,2004,130405.0,DESTROYED,250.0,2004.0,250.0,2004.0,13.0680555557195,24.7933333337665
HELAT SADIK,13.070833,,24.763611,0244549,~50 of ~100,2009,130415.0,DAMAGED,50.0,2009.0,100.0,2009.0,13.070833333092,24.7636111106644
,13.095,,24.840833,0245027,~50 of ~50,2004,130542.0,DESTROYED,50.0,2004.0,50.0,2004.0,13.0949999996504,24.8408333334917
,13.045556,,24.459167,0242733,,,130244.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.0455555559443,24.4591666671081
,13.051111,,24.468889,0242808,,,130304.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.0511111106894,24.4688888888113
,13.055278,,24.462222,0242744,,,130319.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.0552777776475,24.4622222225777
,13.03,,24.447778,0242652,,,130148.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.0299999996005,24.4477777777224
,13.0475,,24.421389,0242517,,,130251.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.0474999999252,24.4213888890861
,13.059167,,24.446667,0242648,,,130333.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.0591666665086,24.4466666662338
,13.058333,,24.453056,0242711,,,130330.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.058333333117,24.4530555552698
,13.054444,,24.451389,0242705,,,130316.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.0544444442559,24.4513888884866
,13.069444,,24.459167,0242733,,,130410.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.0694444444057,24.4591666671081
,13.105,,24.454167,0242715,,,130618.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.1050000003499,24.4541666667585
SHALAL,13.519722,,24.111944,0240643,~150 of ~150,2003,133111.0,DESTROYED,150.0,2003.0,150.0,2003.0,13.5197222225027,24.1119444442808
,13.551389,,24.140278,0240825,~350 of ~350,2003,133305.0,DESTROYED,350.0,2003.0,350.0,2003.0,13.5513888886864,24.1402777777974
,13.573333,,24.200278,0241201,~100 of ~100,2003,133424.0,DESTROYED,100.0,2003.0,100.0,2003.0,13.5733333331669,24.2002777774976
SHOBARUHA,13.605556,,24.113889,0240650,,,133620.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.6055555555446,24.113888889161
SHOBAMANS,13.606389,,24.097778,0240552,,,133623.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.6063888889362,24.0977777775226
AURO,13.602222,,24.168056,0241005,~550 of ~550,2003,133608.0,DESTROYED,550.0,2003.0,550.0,2003.0,13.6022222219781,24.16805555512
,13.598889,,24.180278,0241049,~200 of ~200,2003,133556.0,DESTROYED,200.0,2003.0,200.0,2003.0,13.598888889311,24.1802777778973
,13.621944,,24.148611,0240855,~75 of ~75,2003,133719.0,DESTROYED,75.0,2003.0,75.0,2003.0,13.6219444443807,24.1486111108143
,13.623611,,24.205,0241218,~300 of ~300,2003,133725.0,DESTROYED,300.0,2003.0,300.0,2003.0,13.623611111164,24.2049999997503
,13.554444,,23.9675,0235803,~10,,133316.0,NO DAMAGE,0.0,0.0,10.0,0.0,13.5544444441559,23.967500000225
DELEY 2,13.548889,,24.0425,0240233,,,133256.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.5488888885116,24.0425000000751
,13.595278,,23.985,0235906,,,133543.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.5952777776475,23.9849999996504
,13.583889,,23.998333,0235954,~25,,133502.0,NO DAMAGE,0.0,0.0,25.0,0.0,13.5838888891611,23.9983333330171
,13.5775,,24.000278,0240001,,,133439.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.577500000125,24.0002777778973
SENJO,13.578056,,24.018056,0240105,,,133441.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.5780555554197,24.0180555554197
,13.582778,,24.034167,0240203,~10,,133458.0,NO DAMAGE,0.0,0.0,10.0,0.0,13.5827777776724,24.0341666670582
,13.600556,,24.014444,0240052,~25,,133602.0,NO DAMAGE,0.0,0.0,25.0,0.0,13.6005555551949,24.0144444446556
GUELDAMA,13.6025,,24.0,0240000,~150,,133609.0,NO DAMAGE,0.0,0.0,150.0,0.0,13.6025000000751,23.9999999998003
,13.609167,,23.977778,0235840,~75,,133633.0,NO DAMAGE,0.0,0.0,75.0,0.0,13.6091666663087,23.9777777781221
,13.615556,,23.990278,0235925,~25 of ~100,2004,133656.0,DAMAGED,25.0,2004.0,100.0,2004.0,13.6155555553448,23.9902777780972
,13.600278,,24.0875,0240515,~50,,133601.0,NO DAMAGE,0.0,0.0,50.0,0.0,13.6002777779972,24.0874999996254
SARAFAIA,13.612778,,24.070833,0240415,~50,,133646.0,NO DAMAGE,0.0,0.0,50.0,0.0,13.6127777779722,24.0708333335916
,13.432778,,24.0625,0240345,~50 of ~50,2003,132558.0,DESTROYED,50.0,2003.0,50.0,2003.0,13.4327777779723,24.0624999996754
OWRY,13.467778,,24.104167,0240615,~50 of ~50,2003,132804.0,DESTROYED,50.0,2003.0,50.0,2003.0,13.4677777777224,24.1041666665586
GURAB,13.503889,,24.163333,0240948,~350 of ~350,2003,133014.0,DESTROYED,350.0,2003.0,350.0,2003.0,13.5038888889612,24.1633333337665
,13.454722,,23.9325,0235557,,,132717.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.4547222224527,23.9324999995755
MUALLAQA,13.470833,,23.950556,0235702,,,132815.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.4708333331919,23.9505555551949
,13.434167,,24.015278,0240055,~50 of ~50,2003,132603.0,DESTROYED,50.0,2003.0,50.0,2003.0,13.4341666666585,24.0152777780472
NUMU,13.449444,,24.039167,0240221,,,132658.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.4494444440061,24.0391666665086
,13.190833,,24.669444,0244010,~25 of ~50,,131127.0,DAMAGED,25.0,0.0,50.0,0.0,13.1908333333918,24.6694444446056
,13.256667,,24.76,0244536,~25 of ~25,,131524.0,DESTROYED,25.0,0.0,25.0,0.0,13.2566666668334,24.7599999999002
,13.255833,,24.804167,0244815,,,131521.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.2558333334417,24.8041666669583
SABY,13.185,,24.938889,0245620,,,131106.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.1849999996504,24.9388888893109
KEIRA (KERA),13.210556,,24.9675,0245803,,,131238.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.2105555557944,24.9675000000252
NEMRA,13.208889,,24.999444,0245958,,,131232.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.2088888890112,24.9994444443058
MASALIT,13.2025,,25.021389,0250117,,,131209.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.2024999999752,25.0213888887864
DADY,13.238333,,24.966667,0245800,,,131418.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.238333333117,24.9666666666335
,13.275278,,25.001667,0250006,~25,,131631.0,NO DAMAGE,0.0,0.0,25.0,0.0,13.2752777777474,25.0016666663837
,12.910278,,24.729167,0244345,,,125437.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9102777773977,24.7291666671082
,12.934722,,24.7525,0244509,~10 of ~10,2003,125605.0,DESTROYED,10.0,2003.0,10.0,2003.0,12.9347222220531,24.7525000002749
,12.954722,,24.725278,0244331,~10 of ~25,2004,125717.0,DAMAGED,10.0,2004.0,25.0,2004.0,12.9547222225527,24.7252777773477
,12.896944,,24.932778,0245558,,2006,125349.0,DESTROYED,0.0,2006.0,0.0,2006.0,12.896944444031,24.9327777774726
,12.949444,,24.896667,0245348,~100 of ~100,2004,125658.0,DESTROYED,100.0,2004.0,100.0,2004.0,12.9494444441059,24.8966666662338
MALAMM (MELEMM),12.916667,1,24.874167,0245227,Secondary Town; ~400 of ~2800,2004,125500.0,DAMAGED,400.0,2004.0,2800.0,2004.0,12.9166666664337,24.8741666664587
TAMARALLA,11.5825,,23.244722,0231441,,,113457.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.5824999999752,23.2447222219532
NONKOSI,11.950556,,23.208056,0231229,~150 of ~150,2003,115702.0,DESTROYED,150.0,2003.0,150.0,2003.0,11.9505555557944,23.2080555554197
ARADA,11.996389,,23.356944,0232125,~200 of ~200,2003,115947.0,DESTROYED,200.0,2003.0,200.0,2003.0,11.9963888887364,23.3569444445307
AMBARA,11.908333,,23.39,0232324,~75 of ~75,2003,115430.0,DESTROYED,75.0,2003.0,75.0,2003.0,11.9083333336166,23.3900000002999
MAGAN,11.329444,,23.387778,0232316,~100 of ~150,2004,111946.0,DAMAGED,100.0,2004.0,150.0,2004.0,11.3294444441059,23.3877777782221
DEMOSOYA,11.230833,,23.431667,0232554,,,111351.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.2308333329921,23.4316666662838
,11.233333,,23.441111,0232628,,,111400.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.233333333167,23.4411111107893
OSTANY,11.743611,,23.590556,0233526,~100 of ~100,2003,114437.0,DESTROYED,100.0,2003.0,100.0,2003.0,11.7436111109641,23.5905555551949
,11.708611,,23.542222,0233232,,,114231.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.708611111214,23.5422222220781
,11.254167,,23.657222,0233926,,,111515.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.2541666670582,23.6572222220281
,11.245,,23.670833,0234015,,,111442.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.2449999997503,23.6708333334917
,11.316944,,23.714167,0234251,,,111901.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.316944444131,23.7141666662588
,11.348333,,23.709167,0234233,,,112054.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.348333333117,23.7091666668084
,11.365556,,23.718611,0234307,,,112156.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.3655555553448,23.7186111113139
,11.605556,,23.712778,0234246,,,113620.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.6055555559443,23.7127777775726
LULA,11.741667,,23.6325,0233757,~25 of ~25,2003,114430.0,DESTROYED,25.0,2003.0,25.0,2003.0,11.7416666669832,23.632500000175
,11.620278,,23.590833,0233527,,,113713.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.6202777779972,23.5908333332919
DAMBAR,11.391111,,23.609167,0233633,~150 of ~500,2003,112328.0,DAMAGED,150.0,2003.0,500.0,2003.0,11.3911111114888,23.6091666670083
UMM SAWUN (SIGEIR UMM SA),12.009444,,26.216944,0261301,,,120034.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.009444444006,26.216944444031
,11.892778,,25.994444,0255940,~25 of ~25,,115334.0,DESTROYED,25.0,0.0,25.0,0.0,11.8927777781721,25.9944444446556
HEMEDAYA,11.742778,,26.068056,0260405,~75 of ~75,2007,114434.0,DESTROYED,75.0,2007.0,75.0,2007.0,11.7427777775725,26.0680555558194
